timestamp,temperature,humidity,vibration,CO2_level,noise_db,light_lux
2024-01-01 00:00:00,25.993428306022466,51.5390088444603,0.23314406343337066,366.65626129188905,37.61768766675028,234.08516104224003
2024-01-01 01:00:00,24.72347139765763,41.449158036716874,0.2586736928742663,407.39514335296013,38.792998473649334,242.47124388406513
2024-01-01 02:00:00,26.295377076201383,43.25907288947143,0.20905107793518535,414.94665245490353,53.931348221428244,463.98496766287406
2024-01-01 03:00:00,28.04605971281605,53.71632047011357,0.13515840260220768,434.204471155638,64.57686586053552,300.0546255165986
2024-01-01 04:00:00,24.531693250553328,50.85432719063971,0.2199843975876321,447.4162205970512,32.52495157274765,362.57040012251673
2024-01-01 05:00:00,24.53172608610164,49.0800833182366,0.16743215531040856,369.54717424516394,55.002698238483696,236.72804946659573
2024-01-01 06:00:00,28.158425631014783,50.09216966532696,0.17356916591251217,375.67427466368986,54.73752143482579,237.6117643022689
2024-01-01 07:00:00,26.534869458305817,51.737908526808354,0.22931820093775468,362.2726642325615,73.88337778208448,386.55878473999536
2024-01-01 08:00:00,24.061051228130097,47.30120159845319,0.2619141535716818,392.97940422679056,56.149781882871366,192.03390307587742
2024-01-01 09:00:00,26.08512008717193,46.108476372988434,0.2010635788368031,413.99075123339003,63.829889847409284,266.7828985675783
2024-01-01 10:00:00,24.073164614375074,50.97922627548841,0.2154416506299482,429.62003549767303,61.41257140087463,302.72219288577855
2024-01-01 11:00:00,24.068540492859487,45.10813611192484,0.2851107472317619,397.7214692907243,38.694335201928,308.9098081472042
2024-01-01 12:00:00,25.48392454313207,52.04126377857236,0.21203765897442842,390.40457430235466,67.68207216631737,285.6725371987075
2024-01-01 13:00:00,21.173439510684403,41.4870819788108,0.3300841557090197,404.5527397674622,62.15396505456288,331.6655824876739
2024-01-01 14:00:00,21.550164334973935,55.14577818662822,0.22827548228157724,374.9457129510993,65.0826863967459,355.4284604654249
2024-01-01 15:00:00,23.875424941518055,52.362987412065216,0.11196186204220912,462.6861616508432,99.26237706436326,358.7710036367464
2024-01-01 16:00:00,22.974337759331153,51.28014867156938,0.23766708105522663,351.77016918645825,39.158870605014116,221.13569530657387
2024-01-01 17:00:00,25.628494665190548,54.91345491972757,0.2190579192441389,405.54221736687174,77.24696649761108,277.2675921656962
2024-01-01 18:00:00,23.183951848957577,58.32737222231288,0.2644876377041373,460.7081865768892,57.12552480599644,395.58102895015503
2024-01-01 19:00:00,22.175392597329417,55.07185032509065,0.23365906756349794,400.20399533679995,62.873289044030095,371.5717750059098
2024-01-01 20:00:00,27.931297537843108,40.795628843341774,0.1930772008008113,394.2988289499552,59.54487754698758,190.1712438815149
2024-01-01 21:00:00,24.54844739902693,43.60211516632149,0.13878508818553173,389.2766373156872,55.757636666019565,328.1183920281761
2024-01-01 22:00:00,25.13505640937585,46.875907111521606,0.18954883713569876,394.58824954712776,54.30167071761241,141.74198005001517
2024-01-01 23:00:00,22.150503627573087,50.130455251054165,0.157473977289535,441.1854542402959,63.29508735573009,303.75479216482955
2024-01-02 00:00:00,23.911234550949636,52.58829510234561,0.17097382750976386,333.64414266011477,44.82826303328321,451.82136133967816
2024-01-02 01:00:00,25.22184517941973,46.37128093423267,0.2294289202210305,446.0030110388898,67.50579167521765,224.16858261848108
2024-01-02 02:00:00,22.698012845155393,50.93383382238539,0.2834952252175703,357.28128542649563,55.83805595114746,233.25415636067345
2024-01-02 03:00:00,25.751396036691343,46.22308533823339,0.21973357649114905,392.00043012296754,48.69930660959642,361.12238252582875
2024-01-02 04:00:00,23.79872262016239,46.94241098504026,0.14020584689824078,387.1226673910401,55.49987142004186,176.57587878322832
2024-01-02 05:00:00,24.416612500413446,42.96669451575889,0.22223013341100706,417.6565980931216,72.57149216862572,249.37959760919688
2024-01-02 06:00:00,23.796586775541208,45.38383376944548,0.25983157433228254,352.05626944348757,54.64664912983777,347.7152910065402
2024-01-02 07:00:00,28.704556369017876,43.241576971918334,0.16951085478403088,413.8651799824583,63.5845361820962,249.25713218484776
2024-01-02 08:00:00,24.97300555052413,45.12063373511334,0.19329914166635412,460.72928869860556,52.69043724284526,281.1224010231223
